避難收容處所名稱,縣市及鄉鎮市區,避難收容處所地址,經度,緯度,is_indoor,預計收容人數,最近AQI測站,測站縣市,最近AQI值,測站狀態,距離(km),風險等級
同福公園,桃園市八德區,和義街底地號︰同福段0424-0000號,121.3077,24.9587,False,111,桃園,桃園市,34.0,良好,4.01,Normal
永吉國小,新北市鶯歌區,鶯歌區德昌二街2號,121.3329,24.9588,True,440,桃園,桃園市,34.0,良好,4.88,Normal
頂埔市民活動中心,新北市土城區,中央路4段55-12號,121.417311,24.958966,True,60,新北（樹林）,新北市,45.0,良好,3.58,Normal
新街溪公園,桃園市中壢區,溪州街旁,121.230141,24.959085,False,300,中壢,桃園市,50.0,良好,1.07,Normal
五權兒童公園,桃園市中壢區,正光街,121.20439,24.959108,False,569,平鎮,桃園市,51.0,普通,0.7,Warning
中壢區婦幼館,桃園市中壢區,正大街55號,121.204444,24.959254,True,100,平鎮,桃園市,51.0,普通,0.72,Normal
中正公園,桃園市中壢區,中央里中美路,121.22659,24.959449,False,5000,中壢,桃園市,50.0,良好,0.85,Normal
新北市坪林區坪林國小漁光校區,新北市坪林區,大舌湖35號,121.746242,24.959584,True,62,汐止,新北市,37.0,良好,15.92,Normal
過嶺里兒一公園,桃園市中壢區,民族路5段.文中一南側,121.173807,24.95967,False,230,平鎮,桃園市,51.0,普通,3.14,Warning
中壢區社福館,桃園市中壢區,元化路159號,121.228005,24.959848,True,100,中壢,桃園市,50.0,良好,0.97,Normal
中壢區過嶺社區活動中心,桃園市中壢區,雙福路9號,121.176781,24.959978,True,55,平鎮,桃園市,51.0,普通,2.86,Normal
普忠公園,桃園市中壢區,普忠里中原大學運動場旁,121.243726,24.960062,False,137,中壢,桃園市,50.0,良好,2.35,Normal
中壢區聯合長壽俱樂部〈松鶴會館〉,桃園市中壢區,元化路182-2號,121.227251,24.960342,True,100,中壢,桃園市,50.0,良好,0.97,Normal
中壢區德義、仁義、忠義、普義里集會所,桃園市中壢區,中華路二段369-1號,121.237458,24.960534,True,50,中壢,桃園市,50.0,良好,1.78,Normal
大湳公園,桃園市八德區,福國北街與中路街交匯地號︰大智段0897-0000號,121.2951,24.9607,False,173,桃園,桃園市,34.0,良好,3.91,Normal
頂城市民活動中心,新北市新店區,新北市新店區安康路一段9-1號,121.532147,24.960733,True,119,新店,新北市,37.0,良好,1.92,Normal
八德市綜合大樓三樓,桃園市八德區,大智里福國北街220號,121.295,24.9608,True,182,桃園,桃園市,34.0,良好,3.9,Normal
永寧市民活動中心,新北市土城區,永寧路32巷10弄10號,121.42864,24.961098,True,30,土城,新北市,37.0,良好,3.34,Normal
白馬公園,桃園市中壢區,白馬街與王子二街,121.21328,24.961274,False,217,中壢,桃園市,50.0,良好,1.23,Normal
安坑國小,新北市新店區,新北市新店區安忠路36號,121.5142,24.9613,True,901,新店,新北市,37.0,良好,2.96,Normal
中壢區中正、中山里集會所,桃園市中壢區,榮民路396號,121.261501,24.96168,True,50,中壢,桃園市,50.0,良好,4.12,Normal
中路休閒公園,桃園市八德區,國豐街國際路88號旁,121.2897,24.9619,False,217,桃園,桃園市,34.0,良好,3.96,Normal
坤慶公園,桃園市中壢區,忠孝里天晟醫院後方,121.229855,24.961985,False,66,中壢,桃園市,50.0,良好,1.27,Normal
中壢區光明、新明、永光里集會所,桃園市中壢區,新明路223號,121.216903,24.962185,True,50,中壢,桃園市,50.0,良好,1.1,Normal
夢幻公園,桃園市中壢區,榮民路以西,121.261867,24.962219,False,1230,中壢,桃園市,50.0,良好,4.17,Normal
土城國中,新北市土城區,永寧路18號,121.430192,24.962522,True,1384,土城,新北市,37.0,良好,3.12,Normal
公十五公園,桃園市八德區,永福西街與福國北街交匯地號︰大智段0753-0000號,121.2984,24.963,False,49,桃園,桃園市,34.0,良好,3.59,Normal
公二公園,桃園市八德區,永福西街與福國北街交匯地號︰大智段0418-0000號,121.2984,24.963,False,65,桃園,桃園市,34.0,良好,3.59,Normal
地標公園,桃園市中壢區,延平路普義路橋旁,121.229788,24.963076,False,60,中壢,桃園市,50.0,良好,1.36,Normal
平鎮區幼兒園平鎮分班,桃園市平鎮區,新光路3段186號,121.2759,24.9633,True,40,桃園,桃園市,34.0,良好,4.56,Normal
大智里集會所,桃園市八德區,福國北街221號,121.2968,24.9634,True,23,桃園,桃園市,34.0,良好,3.58,Normal
六和兒童公園,桃園市中壢區,六合路九合二路口,121.225114,24.963452,False,370,中壢,桃園市,50.0,良好,1.18,Normal
光明公園,桃園市中壢區,光明里中壢高商旁,121.216424,24.963517,False,6329,中壢,桃園市,50.0,良好,1.26,Normal
沛陂市民活動中心,新北市土城區,三民路23巷8弄9號,121.419474,24.963872,True,50,土城,新北市,37.0,良好,3.87,Normal
大里里-大里社區活動中心,宜蘭縣頭城鎮,頭城鎮大里里濱海路六段251號,121.92,24.9639,True,184,基隆,基隆市,44.0,良好,24.44,Normal
廣豐兒一公園,桃園市八德區,大智路明智段0030-0000號,121.2996,24.9641,False,42,桃園,桃園市,34.0,良好,3.45,Normal
茄苳埤塘公園,桃園市八德區,東泰街地號︰白鷺段0559-0000號,121.2759,24.9643,False,55,桃園,桃園市,34.0,良好,4.48,Normal
茄白活動中心,桃園市八德區,永豐路170號,121.2786,24.9649,True,136,桃園,桃園市,34.0,良好,4.25,Normal
桃園市中壢區公所,桃園市中壢區,環北路380號,121.224923,24.965503,True,200,中壢,桃園市,50.0,良好,1.4,Normal
高明公園,桃園市八德區,高城五街底地號︰高城段0818-0000號,121.3047,24.9656,False,34,桃園,桃園市,34.0,良好,3.24,Normal
大勇兒童公園,桃園市八德區,忠勇一街與忠勇六街地號︰同福段0551-0000號,121.3047,24.9656,False,52,桃園,桃園市,34.0,良好,3.24,Normal
君臨休閒廣場,桃園市八德區,忠勇一街與忠勇六街交匯地號︰同福段0620-0000號,121.3047,24.9656,False,88,桃園,桃園市,34.0,良好,3.24,Normal
大千公園,桃園市八德區,忠勇街與永福街交匯地號︰永福段0457-0000號,121.3036,24.9657,False,17,桃園,桃園市,34.0,良好,3.23,Normal
忠勇公園,桃園市八德區,忠勇街與東勇街一路交匯地號︰同福段0653-0000號,121.3036,24.9657,False,84,桃園,桃園市,34.0,良好,3.23,Normal
及人高中,新北市新店區,新北市新店區安興路1號,121.5149,24.9663,True,2774,新店,新北市,37.0,良好,2.61,Normal
五峰國中,新北市新店區,新北市新店區中興路一段253號,121.544,24.9664,True,1103,新店,新北市,37.0,良好,1.36,Normal
廣豐綠一公園,桃園市八德區,廣豐路地號︰大智段0630-0000號,121.2967,24.9665,False,34,桃園,桃園市,34.0,良好,3.25,Normal
廣豐公一公園,桃園市八德區,廣豐路地號︰明智段0025-0000號,121.2967,24.9665,False,95,桃園,桃園市,34.0,良好,3.25,Normal
鳳鳴國中,新北市鶯歌區,鶯歌區永和街33號,121.3318,24.9671,True,527,桃園,桃園市,34.0,良好,4.09,Normal
大明公園二,桃園市八德區,興隆街23巷底地號︰大明段1099-0000號,121.3264,24.9673,False,33,桃園,桃園市,34.0,良好,3.73,Normal
中壢區自強、自治里集會所,桃園市中壢區,強國路46號,121.259528,24.967453,True,50,中壢,桃園市,50.0,良好,4.13,Normal
永福環保公園,桃園市中壢區,中園路114巷,121.236409,24.967528,False,296,中壢,桃園市,50.0,良好,2.17,Normal
自強公園,桃園市中壢區,自強國中旁，強國路以北,121.259385,24.967876,False,516,中壢,桃園市,50.0,良好,4.13,Normal
中鑄公園,桃園市中壢區,中華路2段,121.249815,24.968046,False,434,中壢,桃園市,50.0,良好,3.28,Normal
廣豐生態綠地公園,桃園市八德區,介壽路一段與廣豐路交匯地號︰大智段0011-1002號,121.3014,24.9681,False,215,桃園,桃園市,34.0,良好,2.98,Normal
文化公園,桃園市平鎮區,文化街、復興街口,121.2484,24.9684,False,231,中壢,桃園市,50.0,良好,3.18,Normal
大明公園一,桃園市八德區,興隆街與13巷交匯地號︰大明段1096-0000號,121.3273,24.9687,False,41,桃園,桃園市,34.0,良好,3.66,Normal
安康高中,新北市新店區,新北市新店區安興路25號,121.5149,24.9688,True,1119,新店,新北市,37.0,良好,2.49,Normal
圳邊公園,桃園市八德區,大明街大圳邊地號︰前埕段0564-0000號,121.2977,24.9691,False,51,桃園,桃園市,34.0,良好,2.94,Normal
鳳鳴國小,新北市鶯歌區,鶯歌區永和街120號,121.3351,24.9691,True,342,桃園,桃園市,34.0,良好,4.16,Normal
大仁里集會所,桃園市八德區,桃鶯路南僑巷76號,121.3264,24.9696,True,110,桃園,桃園市,34.0,良好,3.53,Normal
大仁休閒公園,桃園市八德區,和平路頂僑巷,121.3237,24.9704,False,6,桃園,桃園市,34.0,良好,3.3,Normal
中壢區水尾社區活動中心,桃園市中壢區,新生路598巷22號,121.224783,24.970735,True,40,中壢,桃園市,50.0,良好,1.97,Normal
育德國小,新北市樹林區,佳園路一段34號,121.392558,24.971116,True,484,新北（樹林）,新北市,45.0,良好,2.62,Normal
大正休閒廣場,桃園市八德區,正福五街與正福二街口地號︰大福段0603-0000號,121.2979,24.9714,False,46,桃園,桃園市,34.0,良好,2.69,Normal
高明里集會所,桃園市八德區,永豐路572巷21號2樓,121.2759,24.9716,True,105,桃園,桃園市,34.0,良好,3.9,Normal
中正國小,新北市新店區,新北市新店區三民路３６號,121.5366,24.9717,True,1001,新店,新北市,37.0,良好,0.63,Normal
崇光女中,新北市新店區,新北市新店區三民路18號,121.5391,24.9718,True,522,新店,新北市,37.0,良好,0.62,Normal
土城國小,新北市土城區,興城路17號,121.441935,24.972383,True,958,土城,新北市,37.0,良好,1.51,Normal
土城區公所,新北市土城區,金城路1段101號7樓,121.442873,24.972533,True,162,土城,新北市,37.0,良好,1.43,Normal
泰平里活動中心,新北市雙溪區,溪尾寮46號,121.827,24.9727,True,100,基隆,基隆市,44.0,良好,18.66,Normal
山佳市民活動中心,新北市樹林區,中山路三段40號2樓,121.39436,24.972721,True,80,新北（樹林）,新北市,45.0,良好,2.85,Normal
中壢區永福、忠福、幸福里集會所,桃園市中壢區,南園二路90號,121.233494,24.972729,True,50,中壢,桃園市,50.0,良好,2.47,Normal
中湖里活動中心,新北市鶯歌區,中湖街25號,121.3481,24.973,True,119,新北（樹林）,新北市,45.0,良好,4.46,Normal
中湖國小,新北市鶯歌區,中湖街25號,121.3481,24.973,True,465,新北（樹林）,新北市,45.0,良好,4.46,Normal
復興公園,桃園市中壢區,復華里內壢國中旁,121.248762,24.973494,False,844,中壢,桃園市,50.0,良好,3.54,Normal
思源公園,桃園市八德區,思源街與正福里交匯地號︰大福段0583-0000號,121.2989,24.9735,False,69,桃園,桃園市,34.0,良好,2.44,Normal
北新國小　,新北市新店區,新北市新店區寶橋路8號,121.5439,24.9737,True,1737,新店,新北市,37.0,良好,0.73,Normal
鴻撫宮,桃園市桃園區,桃園市鴻撫街3號,121.2645,24.9738,True,72,桃園,桃園市,34.0,良好,4.7,Normal
清化市民活動中心,新北市土城區,青雲路368號4樓,121.458661,24.973802,True,30,土城,新北市,37.0,良好,1.19,Normal
清和市民活動中心,新北市土城區,青雲路368號1樓,121.458661,24.973802,True,30,土城,新北市,37.0,良好,1.19,Normal
中園路環保公園,桃園市中壢區,中園路,121.235833,24.97388,False,1401,中壢,桃園市,50.0,良好,2.7,Normal
樂山市民活動中心,新北市樹林區,中和街38號3樓,121.389871,24.973944,True,61,新北（樹林）,新北市,45.0,良好,2.84,Normal
元生公園,桃園市中壢區,文化路,121.253145,24.974152,False,1303,中壢,桃園市,50.0,良好,3.93,Normal
松柏會老人文康活動中心,桃園市新屋區,2鄰29-5號,121.026312,24.974502,True,0,湖口,新竹縣,41.0,良好,8.37,Normal
中山社區活動中心,桃園市桃園區,國際路一段575號,121.2892,24.975,True,45,桃園,桃園市,34.0,良好,2.71,Normal
新店高中,新北市新店區,新北市新店區中央路93號,121.5318,24.9756,True,1307,新店,新北市,37.0,良好,0.63,Normal
常樂公園,桃園市中壢區,元化路元生國小旁,121.250826,24.975768,False,885,中壢,桃園市,50.0,良好,3.86,Normal
山佳國小,新北市樹林區,中山路三段5號,121.401678,24.975774,True,654,新北（樹林）,新北市,45.0,良好,3.49,Normal
福豐國中,桃園市桃園區,延平路326號,121.3139,24.976,True,105,桃園,桃園市,34.0,良好,2.27,Normal
耕莘健康管理專科學校,新北市新店區,新北市新店區民族路112號,121.5355,24.9761,True,87,新店,新北市,37.0,良好,0.26,Normal
忠孝公園,桃園市中壢區,忠孝路元生二街旁,121.254187,24.976276,False,1015,中壢,桃園市,50.0,良好,4.16,Normal
指南國小,臺北市文山區,文山區指南路3段38巷5-2號,121.5836,24.9764,True,20,新店,新北市,37.0,良好,4.62,Normal
中壢區中原、忠孝、和平里原住民集會所,桃園市中壢區,元生二街126號,121.209151,24.976697,True,50,平鎮,桃園市,51.0,普通,2.71,Normal
大豐社福館,新北市新店區,新北市新店區民族路110號,121.5376,24.9769,True,1540,新店,新北市,37.0,良好,0.04,Normal
中壢區復興、復華里集會所,桃園市中壢區,長樂街55號,121.249838,24.977376,True,50,中壢,桃園市,50.0,良好,3.9,Normal
建國國中,桃園市桃園區,介新街20號,121.3077,24.9774,True,70,桃園,桃園市,34.0,良好,1.94,Normal
大豐國小,新北市新店區,新北市新店區23143民族路108號,121.5382,24.9776,True,5794,新店,新北市,37.0,良好,0.06,Normal
成功公園,桃園市中壢區,福得里內壢高中旁,121.257876,24.977663,False,547,中壢,桃園市,50.0,良好,4.55,Normal
大林社區活動中心,桃園市桃園區,大原路31號,121.3202,24.9778,True,89,桃園,桃園市,34.0,良好,2.43,Normal
甲蟲兒童公園（文化兒2）,桃園市中壢區,文化路以東、元生一街以北,121.252899,24.977813,False,535,中壢,桃園市,50.0,良好,4.17,Normal
中壢區內壢、成功、福德里集會所,桃園市中壢區,光華三街10號,121.258069,24.97792,True,50,中壢,桃園市,50.0,良好,4.58,Normal
員林市民活動中心,新北市土城區,員林街15號1樓,121.442984,24.978282,True,77,土城,新北市,37.0,良好,1.01,Normal
霖園兒童公園,桃園市八德區,介壽路一段16底地號︰力行段0029-0000號,121.3022,24.9784,False,71,桃園,桃園市,34.0,良好,1.84,Normal
高城公園,桃園市八德區,高城六街與48巷交匯地號︰高明段0146-0000號,121.2754,24.979,False,35,桃園,桃園市,34.0,良好,3.46,Normal
陽明社區活動中心,桃園市桃園區,陽明三街33號,121.3072,24.9794,True,65,桃園,桃園市,34.0,良好,1.72,Normal
中壢區文化里集會所,桃園市中壢區,文化路383-20號,121.250258,24.979431,True,50,中壢,桃園市,50.0,良好,4.09,Normal
竹林中學,新北市中和區,中和區華新街143巷12號,121.506,24.9799,True,430,新店,新北市,37.0,良好,3.22,Normal
石城里-石城社區活動中心,宜蘭縣頭城鎮,頭城鎮石城里（路）40-8號,121.9498,24.9799,True,67,基隆,基隆市,44.0,良好,25.31,Normal
開明工商,新北市新店區,新北市新店區寶中路49號,121.5462,24.98,True,1945,新店,新北市,37.0,良好,0.9,Normal
華梵大學于藝館3樓,新北市石碇區,華梵路1號,121.6921,24.98,True,100,汐止,新北市,37.0,良好,10.89,Normal
文化公園,桃園市中壢區,內壢文化路,121.249202,24.980065,False,1700,中壢,桃園市,50.0,良好,4.07,Normal
青山市民活動中心,新北市土城區,明德路1段74-1號1樓,121.464447,24.98031,True,18,土城,新北市,37.0,良好,1.29,Normal
永富市民活動中心,新北市土城區,明德路1段74-1號2樓,121.464447,24.98031,True,25,土城,新北市,37.0,良好,1.29,Normal
景美女中,臺北市文山區,文山區木新路3段312號,121.5562,24.9807,True,300,新店,新北市,37.0,良好,1.9,Normal
延平公園,桃園市桃園區,桃園市延平路、大豐路口,121.3186,24.9808,False,1400,桃園,桃園市,34.0,良好,2.07,Normal
廷寮市民活動中心,新北市土城區,永豐路240-1號,121.467199,24.980803,True,80,土城,新北市,37.0,良好,1.56,Normal
南強工商,新北市新店區,新北市新店區文化路42號,121.5448,24.9809,True,1132,新店,新北市,37.0,良好,0.82,Normal
力行國小,臺北市文山區,文山區木新路3段155巷7號,121.561,24.9809,True,30,新店,新北市,37.0,良好,2.38,Normal
三角公園,桃園市中壢區,文化路,121.249318,24.980978,False,2281,中壢,桃園市,50.0,良好,4.15,Normal
陽明公園,桃園市桃園區,桃園市長沙街十一號,121.3073,24.9811,False,4600,桃園,桃園市,34.0,良好,1.53,Normal
大同國小,新北市樹林區,大同街43號,121.417421,24.981493,True,450,土城,新北市,37.0,良好,3.47,Normal
東陽市民活動中心,新北市樹林區,鎮前街467號,121.410902,24.981593,True,78,土城,新北市,37.0,良好,4.13,Normal
彭福國小,新北市樹林區,忠孝街30號,121.42394,24.981755,True,1704,土城,新北市,37.0,良好,2.82,Normal
清水高中,新北市土城區,明德路1段72號,121.465311,24.982013,True,1033,土城,新北市,37.0,良好,1.36,Normal
福林、豐林、福安、大豐里聯合集會所（陽明公園管理中心）,桃園市桃園區,介壽路199號,121.3081,24.9821,True,131,桃園,桃園市,34.0,良好,1.44,Normal
華夏科技大學,新北市中和區,中和區工專路111號,121.5076,24.9822,True,1447,新店,新北市,37.0,良好,3.09,Normal
"青雲,柑林市民活動中心",新北市土城區,清水路141巷18號B1,121.458501,24.98237,True,50,土城,新北市,37.0,良好,0.67,Normal
裕德高中,新北市土城區,擺接堡路1號,121.439585,24.982977,True,975,土城,新北市,37.0,良好,1.24,Normal
新北高工,新北市土城區,學府路1段241號,121.45038,24.983308,True,2785,土城,新北市,37.0,良好,0.17,Normal
建國國小,桃園市桃園區,昆明路95號,121.3144,24.9834,True,280,桃園,桃園市,34.0,良好,1.57,Normal
實踐國中,臺北市文山區,文山區辛亥路7段67號,121.5547,24.9834,True,300,新店,新北市,37.0,良好,1.84,Normal
中正國中,新北市土城區,金城路2段247號,121.456842,24.983456,True,415,土城,新北市,37.0,良好,0.51,Normal
樹林高級中學,新北市樹林區,中華路8號,121.422804,24.983502,True,1404,土城,新北市,37.0,良好,2.93,Normal
實踐國小,臺北市文山區,文山區忠順街1段4號,121.5575,24.9836,True,75,新店,新北市,37.0,良好,2.11,Normal
東昇市民活動中心,新北市樹林區,中山路二段80號2樓,121.415159,24.984222,True,214,土城,新北市,37.0,良好,3.7,Normal
清水國小,新北市土城區,金城路2段356號,121.461508,24.984402,True,597,土城,新北市,37.0,良好,0.99,Normal
吉林公園,桃園市中壢區,忠工路341-1地號,121.250192,24.984425,False,305,中壢,桃園市,50.0,良好,4.5,Normal
新和國小,新北市新店區,新店市安和路三段100號,121.5182,24.9846,True,648,新店,新北市,37.0,良好,2.14,Normal
北政國中,臺北市文山區,臺北市文山區指南路3段2巷14號,121.5783,24.9849,True,20,新店,新北市,37.0,良好,4.17,Normal
中山公園,桃園市中壢區,內定里吉林北路以東,121.251276,24.985413,False,3275,中壢,桃園市,50.0,良好,4.66,Normal
樂利國小,新北市土城區,裕生路65號,121.447559,24.985602,True,1168,土城,新北市,37.0,良好,0.55,Normal
莊敬工家,新北市新店區,新北市新店區民生路45號,121.5322,24.9858,True,8362,新店,新北市,37.0,良好,1.11,Normal
西園路環保公園,桃園市中壢區,永福里社區.新街溪綠地,121.236845,24.985901,False,509,中壢,桃園市,50.0,良好,3.94,Normal
廣興市民活動中心,新北市土城區,學府路一段99巷底2樓,121.457766,24.985909,True,50,土城,新北市,37.0,良好,0.7,Normal
廣福市民活動中心,新北市土城區,學府路一段99巷底1樓,121.457766,24.985909,True,50,土城,新北市,37.0,良好,0.7,Normal
育林國小,新北市樹林區,復興路395號,121.415677,24.986051,True,135,土城,新北市,37.0,良好,3.67,Normal
育林國中,新北市樹林區,復興路395號,121.415677,24.986051,True,574,土城,新北市,37.0,良好,3.67,Normal
中和國中,新北市中和區,中和區興南路2段3巷17號,121.5085,24.9862,True,2649,新店,新北市,37.0,良好,3.12,Normal
中山國小,桃園市桃園區,國際路一段1070號,121.2902,24.9864,True,212,桃園,桃園市,34.0,良好,1.76,Normal
中山、中平、中原、中泰、中聖五里聯合集會所,桃園市桃園區,中平路118號,121.2928,24.9867,True,339,桃園,桃園市,34.0,良好,1.52,Normal
興南國小,新北市中和區,中和區興南路1段135巷24號,121.5091,24.9867,True,1278,新店,新北市,37.0,良好,3.08,Normal
廣福國小,新北市土城區,學府路1段127號,121.454896,24.986953,True,608,土城,新北市,37.0,良好,0.58,Normal
建國、雲林里聯合集會所建國公園管理中心,桃園市桃園區,建成街88號一、二樓,121.3155,24.987,True,191,桃園,桃園市,34.0,良好,1.36,Normal
市二簡易公園,桃園市桃園區,桃園市泰昌三街、宏昌七街口,121.2931,24.9871,False,250,桃園,桃園市,34.0,良好,1.47,Normal
溪洲國小,新北市板橋區,金門街289號,121.4309,24.9873,True,1021,土城,新北市,37.0,良好,2.18,Normal
明道國小,臺北市文山區,文山區木柵路2段138巷61號,121.5626,24.9874,True,42,新店,新北市,37.0,良好,2.75,Normal
木柵國中,臺北市文山區,文山區木柵路3段102巷12號,121.5677,24.9875,True,30,新店,新北市,37.0,良好,3.23,Normal
兔坑社區活動中心,桃園市龜山區,大同路918號,121.35073,24.987578,True,120,桃園,桃園市,34.0,良好,4.68,Normal
永建國小,臺北市文山區,文山區試院路2號,121.55,24.9876,True,30,新店,新北市,37.0,良好,1.69,Normal
幸福社區活動中心,桃園市龜山區,幸福一街38號1樓,121.33609,24.988014,True,82,桃園,桃園市,34.0,良好,3.22,Normal
龍岡公園,桃園市桃園區,桃園市國強七街、國豐二街口,121.2782,24.9882,False,400,桃園,桃園市,34.0,良好,2.8,Normal
南門國小,桃園市桃園區,復興路303號,121.3044,24.9886,True,159,桃園,桃園市,34.0,良好,0.68,Normal
山福集會所,桃園市龜山區,中興路152號,121.331807,24.988719,True,120,桃園,桃園市,34.0,良好,2.78,Normal
建國公園,桃園市桃園區,桃園市桃鶯路、大林路口,121.3173,24.9888,False,1400,桃園,桃園市,34.0,良好,1.4,Normal
安和國小,新北市土城區,延和路23號,121.464774,24.988807,True,2293,土城,新北市,37.0,良好,1.48,Normal
龍祥公園,桃園市桃園區,龍城五街邊,121.3111,24.9889,False,100,桃園,桃園市,34.0,良好,0.89,Normal
汴洲社區活動中心,桃園市桃園區,水汴一路112號,121.3111,24.9889,True,178,桃園,桃園市,34.0,良好,0.89,Normal
溫州公園,桃園市桃園區,桃園市溫洲街、蓮華街口,121.3111,24.9889,False,800,桃園,桃園市,34.0,良好,0.89,Normal
景新國小,新北市中和區,中和區景新街467巷37號,121.515,24.9893,True,897,新店,新北市,37.0,良好,2.66,Normal
龍岡社區活動中心,桃園市桃園區,國豐二街6號,121.2805,24.9895,True,92,桃園,桃園市,34.0,良好,2.54,Normal
景美國小,臺北市文山區,文山區景文街108號,121.5408,24.9895,True,74,新店,新北市,37.0,良好,1.4,Normal
復興國小,新北市中和區,中和區復興路301巷6號,121.5019,24.9896,True,946,永和,新北市,43.0,良好,3.37,Normal
行政中心大禮堂,臺北市文山區,臺北市木柵路3段220號10樓,121.5701,24.9896,True,60,新店,新北市,37.0,良好,3.54,Normal
沙崙國小,新北市板橋區,篤行路二段132號,121.4305,24.9897,True,1692,土城,新北市,37.0,良好,2.3,Normal
復興大樓圖書館,新北市中和區,南山路236號6樓,121.5065,24.9897,True,25,永和,新北市,43.0,良好,3.19,Normal
大同社區活動中心,桃園市龜山區,明德路203巷10號,121.343269,24.989757,True,133,桃園,桃園市,34.0,良好,3.9,Normal
中壢區內厝活動中心,桃園市中壢區,月眉路1段2號,121.179172,24.989775,True,55,平鎮,桃園市,51.0,普通,4.81,Normal
山德社區活動中心,桃園市龜山區,頂興路2巷14號,121.328351,24.989945,True,68,桃園,桃園市,34.0,良好,2.41,Normal
樹林區公所,新北市樹林區,鎮前街93號,121.424633,24.989981,True,215,土城,新北市,37.0,良好,2.87,Normal
樹林國小,新北市樹林區,育英街176號,121.418101,24.99003,True,304,土城,新北市,37.0,良好,3.5,Normal
錦和國小,新北市中和區,中和區圓通路292號,121.4893,24.9901,True,1173,土城,新北市,37.0,良好,3.87,Normal
木柵國小,臺北市文山區,文山區木柵路3段191號,121.5702,24.9903,True,155,新店,新北市,37.0,良好,3.58,Normal
石碇國小,新北市石碇區,石碇西街15號,121.659,24.9903,True,109,汐止,新北市,37.0,良好,8.64,Normal
萬興國小,臺北市文山區,文山區秀明路2段114號,121.5766,24.9904,True,125,新店,新北市,37.0,良好,4.18,Normal
信義國小,新北市板橋區,四川路二段245巷60號,121.4528,24.9917,True,1024,土城,新北市,37.0,良好,1.02,Normal
國強公園,桃園市桃園區,國強一街、益壽一街口,121.2827,24.992,False,100,桃園,桃園市,34.0,良好,2.27,Normal
桃園國小,桃園市桃園區,民權路67號,121.3102,24.9923,True,212,桃園,桃園市,34.0,良好,0.59,Normal
錦和中學,新北市中和區,中和區錦和路163號,121.4911,24.9925,True,2543,永和,新北市,43.0,良好,3.72,Normal
龜山區公所本所（三樓禮堂）,桃園市龜山區,中山街26號,121.337823,24.992506,True,200,桃園,桃園市,34.0,良好,3.32,Normal
民族公園,桃園市桃園區,民族路與三民路三段口,121.3086,24.9926,False,200,桃園,桃園市,34.0,良好,0.43,Normal
市中心區聯合里集會所文明、文昌、文化、南華里,桃園市桃園區,民族路110號三、四樓,121.3091,24.9926,True,129,桃園,桃園市,34.0,良好,0.47,Normal
景美國中,臺北市文山區,文山區景中街27號,121.5429,24.993,True,80,新店,新北市,37.0,良好,1.83,Normal
長青學苑,桃園市桃園區,民權路24號7樓,121.3105,24.9934,True,42,桃園,桃園市,34.0,良好,0.57,Normal
桃園市公所禮堂,桃園市桃園區,縣府路7號,121.3015,24.9939,True,64,桃園,桃園市,34.0,良好,0.36,Normal
中和高中,新北市中和區,中和區連城路460號,121.4783,24.994,True,2072,板橋,新北市,38.0,良好,2.89,Normal
溪口國小,臺北市文山區,文山區景福街225號,121.5387,24.9941,True,90,新店,新北市,37.0,良好,1.88,Normal
龜山社區活動中心,桃園市龜山區,中興路一段50號,121.338374,24.994116,True,70,桃園,桃園市,34.0,良好,3.36,Normal
秀山國小,新北市中和區,中和區立人街2號,121.5212,24.9942,True,4228,新店,新北市,37.0,良好,2.52,Normal
重慶國小,新北市板橋區,廣和街31號,121.4624,24.9945,True,2135,土城,新北市,37.0,良好,1.7,Normal
新路社區活動中心,桃園市龜山區,永安街77號,121.334421,24.994912,True,60,桃園,桃園市,34.0,良好,2.96,Normal
壽山高級中學,桃園市龜山區,大同路23號,121.341548,24.994986,True,796,桃園,桃園市,34.0,良好,3.68,Normal
東門國小,桃園市桃園區,東國街14號,121.3149,24.9952,True,550,桃園,桃園市,34.0,良好,1.0,Normal
景華公園,臺北市文山區,臺北市文山區景興路與景華街交叉口,121.5446,24.9956,False,1350,新店,新北市,37.0,良好,2.16,Normal
智光商工,新北市永和區,永和區智光里中正路100號,121.5143,24.9957,True,722,永和,新北市,43.0,良好,2.38,Normal
中壢市芭里社區活動中心,桃園市中壢區,啟文路175號,121.203831,24.995705,True,50,平鎮,桃園市,51.0,普通,4.77,Normal
桃園國中,桃園市桃園區,莒光街2號,121.3048,24.9958,True,70,桃園,桃園市,34.0,良好,0.12,Normal
木柵高工,臺北市文山區,文山區木柵路4段77號,121.5719,24.9959,True,169,新店,新北市,37.0,良好,4.02,Normal
景興國小,臺北市文山區,文山區景華街150巷21號,121.5482,24.9961,True,126,新店,新北市,37.0,良好,2.35,Normal
景興國中,臺北市文山區,文山區景興路46巷2號,121.5443,24.9962,True,100,新店,新北市,37.0,良好,2.21,Normal
臺北市文山運動中心,臺北市文山區,興隆路三段222號,121.5443,24.9962,True,189,新店,新北市,37.0,良好,2.21,Normal
嶺頂社區活動中心,桃園市龜山區,西嶺頂24號,121.342294,24.996761,True,68,桃園,桃園市,34.0,良好,3.76,Normal
自強國小,桃園市龜山區,自強東路269號,121.345413,24.997386,True,700,桃園,桃園市,34.0,良好,4.08,Normal
