避難收容處所名稱,縣市及鄉鎮市區,避難收容處所地址,經度,緯度,is_indoor,預計收容人數,最近AQI測站,測站縣市,最近AQI值,測站狀態,距離(km),風險等級
五峰活動中心,新竹縣,,121.073,24.386,True,110,三義,苗栗縣,40.0,良好,31.75,Normal
金門縣烈嶼鄉林湖村辦公處,金門縣烈嶼鄉,東林24號,118.248571,24.428328,True,30,金門,金門縣,61.0,普通,6.46,Normal
南坑村集會所暨南外社區活動中心,新竹縣北埔鄉,9鄰大南坑1-5號,121.0561,24.6725,True,20,竹東,新竹縣,43.0,良好,8.3,Normal
烏坵鄉小坵村活動中心,金門縣烏坵鄉,無門牌號碼,118.47,24.98,True,20,金門,金門縣,61.0,普通,62.97,Normal
金門縣烏坵鄉公所大廳,金門縣烏坵鄉,1號,118.453178,24.988739,True,30,金門,金門縣,61.0,普通,63.51,Normal
霞雲社區活動中心,桃園市復興區,6鄰22-1號,121.406238,24.814018,True,36,新北（樹林）,新北市,45.0,良好,15.19,Normal
澤仁里辦公處,桃園市復興區,14鄰中正路168之1號,121.351987,24.820601,True,40,龍潭,桃園市,39.0,良好,14.5,Normal
奎輝里活動中心,桃園市復興區,3鄰羅馬路3段355號,121.334302,24.797047,True,50,龍潭,桃園市,39.0,良好,14.03,Normal
高義教會,桃園市復興區,6鄰48號,121.354462,24.706112,True,61,龍潭,桃園市,39.0,良好,22.41,Normal
東莒老人活動中心,連江縣莒光鄉,57-1號,119.977206,25.956666,True,0,馬祖,連江縣,61.0,普通,22.05,Normal
福正風景管理處,連江縣莒光鄉,1號,119.985351,25.961848,True,0,馬祖,連江縣,61.0,普通,21.58,Normal
莒光指揮部國軍文康中心,連江縣莒光鄉,莒光指揮部國軍文康中心,119.932125,25.97828,True,0,馬祖,連江縣,61.0,普通,19.62,Normal
田沃老人活動中心,連江縣莒光鄉,52號,119.944922,25.972438,True,0,馬祖,連江縣,61.0,普通,20.17,Normal
青帆老人活動中心,連江縣莒光鄉,1號,119.933712,25.969995,True,150,馬祖,連江縣,61.0,普通,20.52,Normal
敬恆國中小禮堂,連江縣莒光鄉,18號,119.933934,25.970819,True,200,馬祖,連江縣,61.0,普通,20.43,Normal
東莒國小綜合教室,連江縣莒光鄉,4號,119.97711,25.957484,True,200,馬祖,連江縣,61.0,普通,21.96,Normal
石牌社區活動中心,桃園市新屋區,東興路二段568號,121.051297,25.0,True,50,觀音,桃園市,44.0,良好,5.07,Normal
上大社區活動中心,桃園市觀音區,8鄰大湖路一段510號,121.147333,24.978234,True,0,平鎮,桃園市,51.0,普通,6.37,Normal
武威社區活動中心,桃園市觀音區,4鄰武威一路10號,121.073317,25.028242,True,0,觀音,桃園市,44.0,良好,1.26,Normal
塔腳社區活動中心,桃園市觀音區,4鄰塔腳路116號,121.154708,25.049298,True,0,大園,桃園市,37.0,良好,4.99,Normal
廣福社區活動中心,桃園市觀音區,福山路二段403巷6號,121.153383,25.019018,True,0,大園,桃園市,37.0,良好,6.8,Normal
草漯國民小學,桃園市觀音區,新生路1462號,121.142939,25.045941,True,100,觀音,桃園市,44.0,良好,6.16,Normal
上大國民小學,桃園市觀音區,8鄰大湖路一段540號,121.146755,24.979129,True,100,平鎮,桃園市,51.0,普通,6.47,Normal
崙坪國民小學,桃園市觀音區,崙坪里297之1號,121.162676,24.999596,True,100,平鎮,桃園市,51.0,普通,6.67,Normal
富林國民小學,桃園市觀音區,大觀路三段466號,121.1285,25.062195,True,100,觀音,桃園市,44.0,良好,5.47,Normal
樹林國民小學,桃園市觀音區,觀音鄉樹林村新村路二段十二號,121.128468,25.062176,True,100,觀音,桃園市,44.0,良好,5.47,Normal
觀音區公所綠資源中心,桃園市觀音區,觀新路56號,121.083597,25.028281,True,0,觀音,桃園市,44.0,良好,0.81,Normal
空軍第737戰術戰鬥機聯隊,臺東縣臺東市,營區位置恕不敘明,121.0,22.752122,True,329,臺東,臺東縣,44.0,良好,15.43,Normal
高雄市前鎮區光華國民小學,高雄市前鎮區,廣西路57號,120.32,22.615,True,300,復興,高雄市,150.0,對所有族群不健康,1.08,High Risk
大武國小,臺東縣大武鄉,民族街2巷49號,120.905497,22.365009,True,350,屏東（枋山）,屏東縣,74.0,普通,28.58,Normal
尖山國小操場,苗栗縣頭份市,尖豐路305號,120.894048,24.64686,False,200,頭份,苗栗縣,43.0,良好,5.58,Normal
高雄市小港區鳳林國民小學,高雄市小港區,鳳林路207號,120.343,22.527,True,300,小港,高雄市,150.0,對所有族群不健康,4.35,High Risk
後庄社區活動中心,桃園市新屋區,東福路二段515號,121.011554,25.870923,True,50,富貴角,新北市,54.0,普通,82.75,Normal
望間社區活動中心,桃園市新屋區,4鄰十五間25號,121.065984,25.87753,True,50,富貴角,新北市,54.0,普通,79.98,Normal
社子社區活動中心,桃園市新屋區,7鄰3之1號,121.085281,25.886062,True,50,富貴角,新北市,54.0,普通,79.63,Normal
頭洲社區活動中心,桃園市新屋區,校前路48號,121.130215,25.888575,True,50,富貴角,新北市,54.0,普通,77.4,Normal
深圳社區活動中心,桃園市新屋區,4鄰20之5號,121.007673,25.890879,True,50,富貴角,新北市,54.0,普通,84.72,Normal
東明社區活動中心,桃園市新屋區,3鄰5號,121.078766,25.894742,True,50,富貴角,新北市,54.0,普通,80.8,Normal
九斗社區活動中心,桃園市新屋區,長祥路1098號,121.117328,25.896771,True,50,富貴角,新北市,54.0,普通,78.85,Normal
?榔社區活動中心,桃園市新屋區,8鄰9號,121.06181,25.898658,True,50,富貴角,新北市,54.0,普通,82.13,Normal
下田社區活動中心,桃園市新屋區,4鄰中山西路2段780號,121.054326,25.908939,True,50,富貴角,新北市,54.0,普通,83.49,Normal
永安社區活動中心,桃園市新屋區,13鄰保生路55號,121.02689,25.915734,True,50,富貴角,新北市,54.0,普通,85.72,Normal
石磊社區活動中心,桃園市新屋區,三民路二段276號,121.079829,25.921813,True,50,富貴角,新北市,54.0,普通,83.23,Normal
永興社區活動中心,桃園市新屋區,永慶一路273號,121.031521,25.92647,True,50,富貴角,新北市,54.0,普通,86.41,Normal
大武社區活動中心,屏東縣霧臺鄉,2鄰小山巷7號,120.754782,22.757534,True,30,美濃,高雄市,150.0,對所有族群不健康,26.92,High Risk
和平國小,花蓮縣秀林鄉,和平112號,121.748879,24.308073,True,250,冬山,宜蘭縣,40.0,良好,36.32,Normal
佳義社區活動中心,屏東縣瑪家鄉,泰平巷11號,120.630874,22.653475,True,0,屏東,屏東縣,90.0,普通,14.82,Normal
中東社區活動中心,彰化縣員林市,山腳路五段185巷20號,120.599689,23.971414,True,30,員林,彰化縣,48.0,良好,3.87,Normal
崇實高工體育館,彰化縣員林市,育英路103號,120.574848,23.961057,True,80,員林,彰化縣,48.0,良好,1.19,Normal
東芳國小,彰化縣彰化市,彰馬路45號,120.516345,24.062538,True,145,彰化,彰化縣,51.0,普通,2.58,Normal
三義社區活動中心,彰化縣員林市,員鹿路245巷112號,120.563531,23.95268,True,200,員林,彰化縣,48.0,良好,0.99,Normal
大同國中,彰化縣員林市,大同路一段345號,120.579502,23.963213,True,200,員林,彰化縣,48.0,良好,1.67,Normal
員林農工體育館,彰化縣員林市,員水路二段313號,120.581692,23.955187,True,200,員林,彰化縣,48.0,良好,2.01,Normal
員林市員東國小,彰化縣員林市,員東路二段12號,120.587309,23.961879,True,200,員林,彰化縣,48.0,良好,2.45,Normal
員林市員林國中活動中心,彰化縣員林市,南潭路2號,120.557085,23.979184,True,200,員林,彰化縣,48.0,良好,2.05,Normal
員林市員林國小,彰化縣員林市,三民東街221號,120.57921,23.960059,True,300,員林,彰化縣,48.0,良好,1.64,Normal
健康公園,臺中市南區,忠明南路與五權南路交叉口,120.667553,24.119757,False,7500,大里,臺中市,47.0,良好,2.5,Normal
屏東市信義國小,屏東縣屏東市,信義路262號,120.49197,22.68523,True,965,屏東,屏東縣,90.0,普通,1.41,Normal
光隆營區,臺中市太平區,光興路1001號,120.7305,24.1112,True,80,大里,臺中市,47.0,良好,5.44,Normal
大快官藝文館,彰化縣彰化市,彰南路五段8號,120.613159,24.068651,True,45,彰化,彰化縣,51.0,普通,7.28,Normal
彰德國中勤學樓、育英樓穿堂,彰化縣彰化市,彰南路二段512巷97號,120.589342,24.08054,True,45,彰化,彰化縣,51.0,普通,5.12,Normal
介壽社區活動中心,彰化縣彰化市,介壽新村21號,120.551727,24.070873,True,45,彰化,彰化縣,51.0,普通,1.17,Normal
國聖國小,彰化縣彰化市,中山路三段608號,120.568089,24.092292,True,54,彰化,彰化縣,51.0,普通,3.98,Normal
石牌國小,彰化縣彰化市,田坑路一段9號,120.614942,24.058558,True,63,彰化,彰化縣,51.0,普通,7.5,Normal
茄苳社區活動中心,彰化縣彰化市,茄苳路二段292號,120.547944,24.10378,True,64,彰化,彰化縣,51.0,普通,4.25,Normal
三民國小,彰化縣彰化市,田中路125號,120.604547,24.085743,True,77,彰化,彰化縣,51.0,普通,6.76,Normal
南北管戲曲音樂館,彰化縣彰化市,平和七街66號,120.529851,24.068206,True,77,彰化,彰化縣,51.0,普通,1.21,Normal
牛埔社區活動中心,彰化縣彰化市,彰南路三段226號,120.597531,24.081368,True,78,彰化,彰化縣,51.0,普通,5.94,Normal
桃源社區活動中心,彰化縣彰化市,公園路二段102之1號,120.559047,24.072547,True,90,彰化,彰化縣,51.0,普通,1.92,Normal
南興社區活動中心,彰化縣彰化市,中山路一段189巷49號,120.533189,24.056604,True,93,彰化,彰化縣,51.0,普通,1.34,Normal
快官社區活動中心,彰化縣彰化市,彰南路四段566號之1,120.612013,24.068422,True,115,彰化,彰化縣,51.0,普通,7.16,Normal
福山社區活動中心,彰化縣彰化市,福山街168號,120.571394,24.082668,True,177,彰化,彰化縣,51.0,普通,3.55,Normal
延和社區活動中心,彰化縣彰化市,埔西街111號,120.538252,24.059306,True,184,彰化,彰化縣,51.0,普通,0.81,Normal
泰和國小,彰化縣彰化市,泰和路二段145巷1號,120.55168,24.092496,True,203,彰化,彰化縣,51.0,普通,3.12,Normal
彰興國中,彰化縣彰化市,埔西街107號,120.538251,24.059274,True,242,彰化,彰化縣,51.0,普通,0.82,Normal
信義國中小,彰化縣彰化市,向陽街168號,120.52814,24.062723,True,399,彰化,彰化縣,51.0,普通,1.41,Normal
雅溝社區活動中心,彰化縣和美鎮,南軒路359巷7號,120.492521,24.099707,True,150,線西,彰化縣,61.0,普通,4.28,Normal
介達國小 Jieda Elementary School,臺東縣金峰鄉,"5鄰105號No.105,Zhengxing,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.237198,21.201237,True,100,恆春,屏東縣,43.0,良好,101.67,Normal
湖口鄉信勢國小禮堂,新竹縣湖口鄉,成功路360號,121.0376,21.9002,True,385,恆春,屏東縣,43.0,良好,26.45,Normal
港口社區活動中心,屏東縣滿州鄉,港口路42號,120.8271,21.9912,True,50,恆春,屏東縣,43.0,良好,5.39,Normal
恆春國中收容所,屏東縣恆春鎮,文化路79號,120.7475,22.0031,True,1400,恆春,屏東縣,43.0,良好,6.58,Normal
恆春鎮公所,屏東縣恆春鎮,天文路1號,120.7474,22.0038,True,220,恆春,屏東縣,43.0,良好,6.65,Normal
永靖社區活動中心,屏東縣滿州鄉,庄內路33巷8-1號,120.8092,22.0052,True,30,恆春,屏東縣,43.0,良好,5.64,Normal
永港國民小學,屏東縣滿州鄉,新庄路25號,120.817377,22.005679,True,100,恆春,屏東縣,43.0,良好,6.05,Normal
恒春國小收容所,屏東縣恆春鎮,北門路39巷26號,120.7466,22.0064,True,200,恆春,屏東縣,43.0,良好,6.92,Normal
僑勇國小收容所,屏東縣恆春鎮,西門路146號,120.7442,22.0087,True,430,恆春,屏東縣,43.0,良好,7.28,Normal
滿州國民小學,屏東縣滿州鄉,中山路39號,120.838101,22.020382,True,100,恆春,屏東縣,43.0,良好,8.59,Normal
屏東縣滿州鄉公所,屏東縣滿州鄉,中山路43號,120.8386,22.0209,True,30,恆春,屏東縣,43.0,良好,8.66,Normal
舊蘭嶼國小,臺東縣蘭嶼鄉,臺東縣蘭嶼鄉紅頭村1-1號,121.5546,22.0211,True,100,恆春,屏東縣,43.0,良好,79.26,Normal
滿州社區活動中心,屏東縣滿州鄉,中山路107號,120.8371,22.0233,True,30,恆春,屏東縣,43.0,良好,8.79,Normal
屏東縣滿州鄉圖書館,屏東縣滿州鄉,中山路152號,120.8377,22.0243,True,100,恆春,屏東縣,43.0,良好,8.92,Normal
滿州國民中學,屏東縣滿州鄉,文化路32號,120.839695,22.024499,True,100,恆春,屏東縣,43.0,良好,9.05,Normal
蘭恩活動中心,臺東縣蘭嶼鄉,臺東縣蘭嶼鄉紅頭村漁人147號,121.539,22.026,True,500,恆春,屏東縣,43.0,良好,77.7,Normal
蘭嶼國民小學,臺東縣蘭嶼鄉,1號 之1,121.5266,22.0302,True,100,恆春,屏東縣,43.0,良好,76.48,Normal
響林活動中心,屏東縣滿州鄉,福德路64巷3號,120.8335,22.0377,True,50,恆春,屏東縣,43.0,良好,9.98,Normal
椰油國民小學,臺東縣蘭嶼鄉,1號,121.5176,22.0453,True,100,恆春,屏東縣,43.0,良好,75.75,Normal
蘭嶼完全高級中學,臺東縣蘭嶼鄉,臺東縣蘭嶼鄉椰油村34號,121.5126,22.0494,True,500,恆春,屏東縣,43.0,良好,75.3,Normal
屏東縣立車城國小保力分校,屏東縣車城鄉,保力路30號,120.7275,22.0561,True,63,恆春,屏東縣,43.0,良好,12.61,Normal
屏東縣立車城國小射寮分校,屏東縣車城鄉,埔墘路38號,120.7118,22.0567,True,63,恆春,屏東縣,43.0,良好,13.55,Normal
屏東縣立車城國中,屏東縣車城鄉,新興路42號,120.7165,22.0729,True,350,恆春,屏東縣,43.0,良好,14.79,Normal
高士國小牡林分校,屏東縣牡丹鄉,四林路80號,120.8139,22.0731,True,304,恆春,屏東縣,43.0,良好,13.05,Normal
長樂村長壽俱樂部,屏東縣滿州鄉,和平路21號,120.8258,22.0742,True,50,恆春,屏東縣,43.0,良好,13.46,Normal
屏東縣立車城國小,屏東縣車城鄉,中山路66號,120.7146,22.0749,True,250,恆春,屏東縣,43.0,良好,15.08,Normal
長樂國小,屏東縣滿州鄉,大公路35號,120.8286,22.0755,True,120,恆春,屏東縣,43.0,良好,13.68,Normal
車城福安宮香客大樓,屏東縣車城鄉,福安路5之1號,120.7119,22.0766,True,100,恆春,屏東縣,43.0,良好,15.39,Normal
朗島國小,臺東縣蘭嶼鄉,臺東縣蘭嶼鄉朗島村17號,121.5286,22.0792,True,100,恆春,屏東縣,43.0,良好,77.43,Normal
屏東縣立車城國小溫泉分校,屏東縣車城鄉,文化路23號,120.7487,22.096,True,63,恆春,屏東縣,43.0,良好,15.89,Normal
九棚永久屋大愛基地活動中心,屏東縣滿州鄉,九棚路大愛巷6號,120.87378,22.111079,True,100,恆春,屏東縣,43.0,良好,19.13,Normal
高士國小,屏東縣牡丹鄉,高士路29號,120.847,22.1248,True,350,恆春,屏東縣,43.0,良好,19.48,Normal
石門村活動中心,屏東縣牡丹鄉,石門路18號,120.774,22.1254,True,100,恆春,屏東縣,43.0,良好,18.67,Normal
港仔活動中心,屏東縣滿州鄉,港仔路67號,120.8815,22.1334,True,50,恆春,屏東縣,43.0,良好,21.71,Normal
竹坑活動中心,屏東縣獅子鄉,竹坑一巷1鄰8號,120.7012,22.1454,True,40,屏東（枋山）,屏東縣,74.0,普通,13.83,Normal
牡丹國小,屏東縣牡丹鄉,牡丹路93號,120.8377,22.1766,True,350,屏東（枋山）,屏東縣,74.0,普通,21.34,Normal
楓港國民小學,屏東縣枋山鄉,光復24號,120.6922,22.1902,True,90,屏東（枋山）,屏東縣,74.0,普通,8.91,Normal
旭海村活動中心,屏東縣牡丹鄉,旭海路93-1號,120.8786,22.1917,True,250,屏東（枋山）,屏東縣,74.0,普通,24.61,Normal
楓港老人文康中心,屏東縣枋山鄉,村舊庄1-2號,120.6895,22.193,True,80,屏東（枋山）,屏東縣,74.0,普通,8.5,Normal
楓林國小,屏東縣獅子鄉,楓林二巷22之2號,120.7038,22.2022,True,50,屏東（枋山）,屏東縣,74.0,普通,8.46,Normal
丹路國小,屏東縣獅子鄉,丹路一巷39號,120.7515,22.2034,True,50,屏東（枋山）,屏東縣,74.0,普通,12.12,Normal
獅子鄉立綜合體育館,屏東縣獅子鄉,舊庄280號,120.7014,22.2051,True,100,屏東（枋山）,屏東縣,74.0,普通,8.06,Normal
東源村活動中心,屏東縣牡丹鄉,東源路6號,120.851,22.2052,True,250,屏東（枋山）,屏東縣,74.0,普通,21.45,Normal
內文活動中心,屏東縣獅子鄉,3鄰26號,120.8507,22.2183,True,40,屏東（枋山）,屏東縣,74.0,普通,21.05,Normal
獅子活動中心,屏東縣獅子鄉,3鄰35號,120.6805,22.2323,True,0,屏東（枋山）,屏東縣,74.0,普通,4.36,Normal
草埔活動中心,屏東縣獅子鄉,6鄰64號,120.8014,22.2341,True,40,屏東（枋山）,屏東縣,74.0,普通,15.72,Normal
枋山鄉公所,屏東縣枋山鄉,枋山路82號,120.6524235,22.26396799,True,50,屏東（枋山）,屏東縣,74.0,普通,0.36,Normal
枋寮高中正成分校,屏東縣枋山鄉,國中路1號,120.6606,22.2643,True,150,屏東（枋山）,屏東縣,74.0,普通,1.01,Normal
南田基督教會,臺東縣達仁鄉,臺東縣達仁鄉南田村3鄰20號,120.890256,22.276682,True,50,屏東（枋山）,屏東縣,74.0,普通,24.63,Normal
森永活動中心,臺東縣達仁鄉,臺東縣達仁鄉森永村3鄰31號,120.864826,22.280641,True,100,屏東（枋山）,屏東縣,74.0,普通,22.06,Normal
南田活動中心,臺東縣達仁鄉,臺東縣達仁鄉南田村10之2號,120.888972,22.286514,True,100,屏東（枋山）,屏東縣,74.0,普通,24.6,Normal
安朔基督教會,臺東縣達仁鄉,臺東縣達仁鄉安朔村2鄰20號,120.866016,22.292996,True,50,屏東（枋山）,屏東縣,74.0,普通,22.36,Normal
安朔集會所,臺東縣達仁鄉,6鄰安朔路114號,120.867753,22.293497,True,50,屏東（枋山）,屏東縣,74.0,普通,22.55,Normal
安朔國小,臺東縣達仁鄉,臺東縣達仁鄉安朔村8鄰113號,120.868276,22.294292,True,200,屏東（枋山）,屏東縣,74.0,普通,22.61,Normal
達仁鄉公所禮堂,臺東縣達仁鄉,9鄰復興路14號,120.883062,22.297005,True,100,屏東（枋山）,屏東縣,74.0,普通,24.17,Normal
大南國民小學,臺東縣卑南鄉,東興村東園一街40號,121.016385,22.301654,True,50,屏東（枋山）,屏東縣,74.0,普通,37.82,Normal
內獅國小,屏東縣獅子鄉,內獅村1號,120.6427,22.3052,True,0,屏東（枋山）,屏東縣,74.0,普通,5.01,Normal
南興村社區活動中心,臺東縣大武鄉,達興路173號,120.8867,22.3104,True,200,屏東（枋山）,屏東縣,74.0,普通,24.82,Normal
南福社區活動中心,屏東縣琉球鄉,忠孝路1-10號,120.3634,22.3284,True,50,屏東（琉球）,屏東縣,64.0,普通,3.01,Normal
加祿國民小學,屏東縣枋山鄉,會社28號,120.6211,22.3302,True,60,屏東（枋山）,屏東縣,74.0,普通,8.32,Normal
大福社區活動中心,屏東縣琉球鄉,和平路3巷14-1號,120.3708,22.3338,True,100,屏東（琉球）,屏東縣,64.0,普通,2.15,Normal
琉球國中,屏東縣琉球鄉,中正路158號,120.3685,22.336,True,200,屏東（琉球）,屏東縣,64.0,普通,2.01,Normal
琉球國小,屏東縣琉球鄉,中正路293號,120.3683,22.3371,True,200,屏東（琉球）,屏東縣,64.0,普通,1.92,Normal
尚武村社區活動中心,臺東縣大武鄉,政通3街1號,120.8818,22.342,True,100,屏東（枋山）,屏東縣,74.0,普通,25.35,Normal
大武鄉立托兒所,臺東縣大武鄉,政通5街6-1號,120.8806,22.3425,True,100,屏東（枋山）,屏東縣,74.0,普通,25.26,Normal
全德國小,屏東縣琉球鄉,復興路97號,120.3692,22.3462,True,200,屏東（琉球）,屏東縣,64.0,普通,1.06,Normal
琉球鄉公所,屏東縣琉球鄉,行政路12號,120.3837,22.3501,True,150,屏東（琉球）,屏東縣,64.0,普通,0.71,Normal
老人文康活動中心,屏東縣枋寮鄉,海邊路6號,120.5997,22.3562,True,150,屏東（枋山）,屏東縣,74.0,普通,11.86,Normal
大武老人會館,臺東縣大武鄉,大武街110號,120.9038,22.3564,True,150,屏東（枋山）,屏東縣,74.0,普通,28.05,Normal
大武鄉多功能綜合活動中心暨避難收容所,臺東縣大武鄉,大武街21巷1號,120.9064,22.3581,True,300,屏東（枋山）,屏東縣,74.0,普通,28.36,Normal
古華社區活動中心,屏東縣春日鄉,古華路6鄰2巷46號,120.6281,22.3596,True,100,屏東（枋山）,屏東縣,74.0,普通,11.24,Normal
大武村社區活動中心,臺東縣大武鄉,大武街56號,120.8975,22.3596,True,100,屏東（枋山）,屏東縣,74.0,普通,27.59,Normal
古華國民小學,屏東縣春日鄉,3巷63號,120.626,22.361,True,200,屏東（枋山）,屏東縣,74.0,普通,11.43,Normal
僑德國小,屏東縣枋寮鄉,僑德路186號,120.6,22.3631,True,320,屏東（枋山）,屏東縣,74.0,普通,12.54,Normal
枋寮國小,屏東縣枋寮鄉,德興路197號,120.5908,22.3678,True,189,屏東（枋山）,屏東縣,74.0,普通,13.43,Normal
士文聚會所,屏東縣春日鄉,64-2號,120.6639,22.3685,True,50,屏東（枋山）,屏東縣,74.0,普通,12.03,Normal
古華國民小學-士文分校,屏東縣春日鄉,65號,120.6635,22.3689,True,60,屏東（枋山）,屏東縣,74.0,普通,12.07,Normal
春日社區活動中心,屏東縣春日鄉,春日路13號,120.6243,22.3703,True,50,屏東（枋山）,屏東縣,74.0,普通,12.48,Normal
春日國民小學,屏東縣春日鄉,春日路314號,120.627,22.3703,True,200,屏東（枋山）,屏東縣,74.0,普通,12.42,Normal
枋寮高中,屏東縣枋寮鄉,義民路3號,120.5908,22.3711,True,1136,屏東（枋山）,屏東縣,74.0,普通,13.75,Normal
臺東縣立安朔國小新化分校,臺東縣達仁鄉,57號,120.856773,22.381551,True,200,屏東（枋山）,屏東縣,74.0,普通,25.02,Normal
建興國小,屏東縣枋寮鄉,建興路39號,120.6019,22.387,True,162,屏東（枋山）,屏東縣,74.0,普通,14.92,Normal
屏東市復興公園,屏東縣屏東市,建興南路35號,120.2857,22.3931,False,1067,屏東（琉球）,屏東縣,64.0,普通,10.45,Warning
國立屏東高級工業職業學校,屏東縣屏東市,建國路25號,120.2912,22.3948,True,2523,屏東（琉球）,屏東縣,64.0,普通,10.03,Normal
東海國小,屏東縣枋寮鄉,東海路486號,120.5773,22.4013,True,524,潮州,屏東縣,81.0,普通,13.65,Normal
屏東市千禧公園,屏東縣屏東市,自由、大連、廣東、勝利東路廓內,120.2952,22.4044,False,1734,屏東（琉球）,屏東縣,64.0,普通,10.24,Warning
東海國小太源分校,屏東縣枋寮鄉,太源路2-10號,120.593,22.4082,True,90,潮州,屏東縣,81.0,普通,13.19,Normal
國立佳冬高農,屏東縣佳冬鄉,佳農街17號,120.5584,22.409,True,239,潮州,屏東縣,81.0,普通,12.69,Normal
屏東市廣興公園,屏東縣屏東市,監理站對面,120.2915,22.413,False,755,屏東（琉球）,屏東縣,64.0,普通,11.11,Warning
加津林活動中心,臺東縣大武鄉,加津林50號,120.9223,22.4162,True,200,屏東（枋山）,屏東縣,74.0,普通,32.77,Normal
佳冬鄉立幼兒園,屏東縣佳冬鄉,文化一路240號,120.5669,22.423,True,200,潮州,屏東縣,81.0,普通,11.15,Normal
力里國民小學,屏東縣春日鄉,自強1路92號,120.629,22.4277,True,200,潮州,屏東縣,81.0,普通,12.69,Normal
春日鄉立老人文康中心,屏東縣春日鄉,9鄰自強1路18號,120.6279,22.428,True,120,潮州,屏東縣,81.0,普通,12.6,Normal
佳冬國中,屏東縣佳冬鄉,大同路1號,120.5668,22.4285,True,300,潮州,屏東縣,81.0,普通,10.54,Normal
屏東縣林邊鄉崎峰活動中心,屏東縣林邊鄉,成功路600號,120.4902,22.4298,True,200,林園,高雄市,150.0,對所有族群不健康,9.77,High Risk
來義鄉文物館,屏東縣來義鄉,19鄰289號,120.6379,22.435,True,100,潮州,屏東縣,81.0,普通,12.57,Normal
南和國小,屏東縣來義鄉,51號,120.6426,22.4364,True,200,潮州,屏東縣,81.0,普通,12.77,Normal
屏東縣林邊鄉仁和國民小學,屏東縣林邊鄉,中山路417號,120.5114,22.4374,True,200,潮州,屏東縣,81.0,普通,10.82,Normal
土?天主堂,臺東縣達仁鄉,1鄰22號,120.886914,22.453848,True,50,屏東（枋山）,屏東縣,74.0,普通,32.35,Normal
臺東縣立土?國小,臺東縣達仁鄉,2鄰10 號,120.887664,22.453853,True,200,屏東（枋山）,屏東縣,74.0,普通,32.41,Normal
達仁鄉立土?托兒所,臺東縣達仁鄉,1鄰106號,120.885982,22.454897,True,160,屏東（枋山）,屏東縣,74.0,普通,32.36,Normal
大潭國小,屏東縣東港鎮,大潭路93號,120.495771,22.456799,True,150,林園,高雄市,150.0,對所有族群不健康,8.99,High Risk
愛國蒲分校,臺東縣大武鄉,愛國蒲6鄰92號,120.9227,22.4575,True,100,屏東（枋山）,屏東縣,74.0,普通,35.44,Normal
以栗國小,屏東縣東港鎮,船頭路25號,120.4629,22.4624,True,300,林園,高雄市,150.0,對所有族群不健康,5.59,High Risk
東隆宮香客大樓,屏東縣東港鎮,東隆街21-1號,120.4488,22.4631,True,300,林園,高雄市,150.0,對所有族群不健康,4.22,High Risk
太麻里鄉多良村辦公處,臺東縣太麻里鄉,18鄰大溪251號,120.9414,22.4631,True,80,屏東（枋山）,屏東縣,74.0,普通,37.34,Normal
東隆國小,屏東縣東港鎮,共和街45號,120.449937,22.463386,True,500,林園,高雄市,150.0,對所有族群不健康,4.31,High Risk
望嘉警察派出所,屏東縣來義鄉,114-1號,120.6218,22.4636,True,100,潮州,屏東縣,81.0,普通,9.09,Normal
屏東縣林邊鄉竹林國民小學,屏東縣林邊鄉,中興122號,120.5331,22.4642,True,100,潮州,屏東縣,81.0,普通,7.16,Normal
東港高中,屏東縣東港鎮,船頭路1號,120.4555,22.4652,True,450,林園,高雄市,150.0,對所有族群不健康,4.77,High Risk
東光國小,屏東縣東港鎮,長春二路15號,120.4596,22.4694,True,150,林園,高雄市,150.0,對所有族群不健康,5.04,High Risk
東港國小,屏東縣東港鎮,中正路一段10號,120.4547,22.4707,True,300,林園,高雄市,150.0,對所有族群不健康,4.52,High Risk
新埤鄉立幼兒園,屏東縣新埤鄉,民眾路103號,120.611,22.4754,True,250,潮州,屏東縣,81.0,普通,7.37,Normal
臺東縣台?國民小學,臺東縣達仁鄉,10鄰59-1號,120.9077,22.47755,True,200,屏東（枋山）,屏東縣,74.0,普通,35.7,Normal
台?活動中心,臺東縣達仁鄉,10鄰56號,120.9081,22.47805,True,100,屏東（枋山）,屏東縣,74.0,普通,35.77,Normal
東興國小,屏東縣東港鎮,興東路43-1號,120.4657,22.4784,True,461,林園,高雄市,150.0,對所有族群不健康,5.54,High Risk
北市大附小,臺北市中正區,公園路29號,120.913,22.4797,True,157,屏東（枋山）,屏東縣,74.0,普通,36.26,Normal
台?基督教會,臺東縣達仁鄉,8鄰24號,120.913513,22.479837,True,50,屏東（枋山）,屏東縣,74.0,普通,36.31,Normal
啦里吧活動中心,臺東縣達仁鄉,9鄰啦里吧49號,120.9136,22.48099,True,100,屏東（枋山）,屏東縣,74.0,普通,36.41,Normal
新埤國小,屏東縣新埤鄉,新華路165號,120.5653,22.4844,True,450,潮州,屏東縣,81.0,普通,4.32,Normal
高雄市立中芸國民中學,高雄市林園區,中芸路3-100號,120.395311,22.485875,True,700,林園,高雄市,150.0,對所有族群不健康,1.83,High Risk
